-6.283185307179586232e+00,2.449293598294706414e-16,1.000000000000000000e+00
-6.233185307179586410e+00,4.997916927067839327e-02,9.987502603949662827e-01
-6.183185307179586587e+00,9.983341664682804373e-02,9.950041652780258206e-01
-6.133185307179586765e+00,1.494381324735989391e-01,9.887710779360423530e-01
-6.083185307179586943e+00,1.986693307950607723e-01,9.800665778412417373e-01
-6.033185307179587120e+00,2.474039592545222987e-01,9.689124217106449555e-01
-5.983185307179587298e+00,2.955202066613387690e-01,9.553364891256063141e-01
-5.933185307179587475e+00,3.428978074554503985e-01,9.393727128473792209e-01
-5.883185307179587653e+00,3.894183423086494122e-01,9.210609940028855469e-01
-5.833185307179587831e+00,4.349655341112290130e-01,9.004471023526775530e-01
-5.783185307179588008e+00,4.794255386042016731e-01,8.775825618903734249e-01
-5.733185307179588186e+00,5.226872289306576658e-01,8.525245220595066842e-01
-5.683185307179588364e+00,5.646424733950338171e-01,8.253356149096793271e-01
-5.633185307179588541e+00,6.051864057360378801e-01,7.960837985490570867e-01
-5.583185307179588719e+00,6.442176872376893515e-01,7.648421872844898273e-01
-5.533185307179588897e+00,6.816387600233323463e-01,7.316888688738225621e-01
-5.483185307179589074e+00,7.173560908995209040e-01,6.967067093471672745e-01
-5.433185307179589252e+00,7.512804051402908190e-01,6.599831458849843013e-01
-5.383185307179589429e+00,7.833269096274815269e-01,6.216099682706667240e-01
-5.333185307179589607e+00,8.134155047893719681e-01,5.816830894638860272e-01
-5.283185307179589785e+00,8.414709848078947285e-01,5.403023058681425406e-01
-5.233185307179589962e+00,8.674232255940151903e-01,4.975710478917300117e-01
-5.183185307179590140e+00,8.912073600614336399e-01,4.535961214255806451e-01
-5.133185307179590318e+00,9.127639402605195462e-01,4.084874408841607796e-01
-5.083185307179590495e+00,9.320390859672248451e-01,3.623577544766773406e-01
-5.033185307179590673e+00,9.489846193555848686e-01,3.153223623952726706e-01
-4.983185307179590851e+00,9.635581854171918481e-01,2.674988286245916225e-01
-4.933185307179591028e+00,9.757233578266580887e-01,2.190066870930460208e-01
-4.883185307179591206e+00,9.854497299884593664e-01,1.699671429002455880e-01
-4.833185307179591383e+00,9.927129910375879218e-01,1.205027693673714345e-01
-4.783185307179591561e+00,9.974949866040541124e-01,7.073720166770798568e-02
-4.733185307179591739e+00,9.997837641893568827e-01,2.079482780309773599e-02
-4.683185307179591916e+00,9.995736030415053319e-01,-2.919952230128328857e-02
-4.633185307179592094e+00,9.968650284539193329e-01,-7.912088880672835112e-02
-4.583185307179592272e+00,9.916648104524693474e-01,-1.288444942955189465e-01
-4.533185307179592449e+00,9.839859468739379222e-01,-1.782460556494862014e-01
-4.483185307179592627e+00,9.738476308781965907e-01,-2.272020946930810581e-01
-4.433185307179592805e+00,9.612752029753016680e-01,-2.755902468245067793e-01
-4.383185307179592982e+00,9.463000876874165801e-01,-3.232895668634972464e-01
-4.333185307179593160e+00,9.289597150038717555e-01,-3.701808313512807147e-01
-4.283185307179593337e+00,9.092974268256845960e-01,-4.161468365471361341e-01
-4.233185307179593515e+00,8.873623686333786953e-01,-4.610726913767066448e-01
-4.183185307179593693e+00,8.632093666488773742e-01,-5.048461045998512420e-01
-4.133185307179593870e+00,8.368987907985017127e-01,-5.473576654802648767e-01
-4.083185307179594048e+00,8.084964038195946445e-01,-5.885011172553396008e-01
-4.033185307179594226e+00,7.780731968879260885e-01,-6.281736227227330271e-01
-3.983185307179594403e+00,7.457052121767254738e-01,-6.662760212798182202e-01
-3.933185307179594581e+00,7.114733527908501109e-01,-7.027130767735481065e-01
-3.883185307179594759e+00,6.754631805511570608e-01,-7.373937155412398914e-01
-3.833185307179594936e+00,6.377647021345103084e-01,-7.702312540473019720e-01
-3.783185307179595114e+00,5.984721441039634326e-01,-8.011436155469285891e-01
-3.733185307179595291e+00,5.576837173914241941e-01,-8.300535352352172991e-01
-3.683185307179595469e+00,5.155013718214719320e-01,-8.568887533689426572e-01
-3.633185307179595647e+00,4.720305412898906372e-01,-8.815821958782815715e-01
-3.583185307179595824e+00,4.273798802338383829e-01,-9.040721420170572120e-01
-3.533185307179596002e+00,3.816609920523404975e-01,-9.243023786324598978e-01
-3.483185307179596180e+00,3.349881501559140440e-01,-9.422223406686549563e-01
-3.433185307179596357e+00,2.874780123425539347e-01,-9.577872375530874782e-01
-3.383185307179596535e+00,2.392493292139920846e-01,-9.709581651495881038e-01
-3.333185307179596713e+00,1.904226473610372838e-01,-9.817022029984521225e-01
-3.283185307179596890e+00,1.411200080598775386e-01,-9.899924966004439719e-01
-3.233185307179597068e+00,9.146464223244755998e-02,-9.958083245390602078e-01
-3.183185307179597245e+00,4.158066243330133666e-02,-9.991351502732790379e-01
-3.133185307179597423e+00,-8.407247367137760802e-03,-9.999646584713420827e-01
-3.083185307179597601e+00,-5.837414342756880314e-02,-9.982947757947537859e-01
-3.033185307179597778e+00,-1.081951345300971451e-01,-9.941296760805474753e-01
-2.983185307179597956e+00,-1.577456941432370530e-01,-9.874797699088666558e-01
-2.933185307179598134e+00,-2.069019716733882519e-01,-9.783616785819364559e-01
-2.883185307179598311e+00,-2.555411020268198996e-01,-9.667981925794640885e-01
-2.833185307179598489e+00,-3.035415127084177267e-01,-9.528182145943083770e-01
-2.783185307179598666e+00,-3.507832276896084567e-01,-9.364566872908005601e-01
-2.733185307179598844e+00,-3.971481672859485945e-01,-9.177545059662808313e-01
-2.683185307179599022e+00,-4.425204432948411370e-01,-8.967584163341525416e-01
-2.633185307179599199e+00,-4.867866486556883809e-01,-8.735208976839440309e-01
-2.583185307179599377e+00,-5.298361409084823004e-01,-8.481000317104150366e-01
-2.533185307179599555e+00,-5.715613187423330688e-01,-8.205593573395681961e-01
-2.483185307179599732e+00,-6.118578909427085932e-01,-7.909677119144248314e-01
-2.433185307179599910e+00,-6.506251370651571220e-01,-7.593990591375167076e-01
-2.383185307179600088e+00,-6.877661591839638877e-01,-7.259323042001495363e-01
-2.333185307179600265e+00,-7.231881240865024596e-01,-6.906510965605175967e-01
-2.283185307179600443e+00,-7.568024953079190986e-01,-6.536436208636224876e-01
-2.233185307179600620e+00,-7.885252544261863727e-01,-6.150023765255854258e-01
-2.183185307179600798e+00,-8.182771110644022627e-01,-5.748239465332806164e-01
-2.133185307179600976e+00,-8.459837010754385211e-01,-5.332087560371668866e-01
-2.083185307179601153e+00,-8.715757724135808626e-01,-4.902608213407123605e-01
-2.033185307179601331e+00,-8.949893582285769478e-01,-4.460874899138060901e-01
-1.983185307179601509e+00,-9.161659367494489059e-01,-4.007991720799890523e-01
-1.933185307179601686e+00,-9.350525775584437316e-01,-3.545090650481458328e-01
-1.883185307179601864e+00,-9.516020738895112352e-01,-3.073328699784343421e-01
-1.833185307179602042e+00,-9.657730606206347268e-01,-2.593885027896413176e-01
-1.783185307179602219e+00,-9.775301176650937895e-01,-2.107957994307951000e-01
-1.733185307179602397e+00,-9.868438585032339727e-01,-1.616762163537020236e-01
-1.683185307179602574e+00,-9.936910036334626328e-01,-1.121525269350705095e-01
-1.633185307179602752e+00,-9.980544387588783373e-01,-6.234851460700825687e-02
-1.583185307179602930e+00,-9.999232575641007204e-01,-1.238866346290718942e-02
-1.533185307179603107e+00,-9.992927889753785431e-01,3.760215288795993455e-02
-1.483185307179603285e+00,-9.961646088358421247e-01,8.749898343942982826e-02
-1.433185307179603463e+00,-9.905465359667154912e-01,1.371771121008908134e-01
-1.383185307179603640e+00,-9.824526126243356972e-01,1.865123694225585549e-01
-1.333185307179603818e+00,-9.719030694018249150e-01,2.353814429544341391e-01
-1.283185307179603996e+00,-9.589242746631434500e-01,2.836621854632094819e-01
-1.233185307179604173e+00,-9.435486686359123576e-01,3.312339202367372004e-01
